	Domain	Group	Clade	Kingdom	Subkingdom	Division	Subdivision	Class	Order	Family	Genus	Species
Boletus_quercinus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_quercinus
Boletus_reticuloceps	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_reticuloceps
Boletus_roseopurpureus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_roseopurpureus
Boletus_rufoaureus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_rufoaureus
Boletus_rufomaculatus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_rufomaculatus
Boletus_semigastroideus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_semigastroideus
Boletus_sensibilis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_sensibilis
Boletus_separans	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_separans
Boletus_sinicus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_sinicus
Boletus_subglabripes	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_subglabripes
Boletus_subvelutipes	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_subvelutipes
Boletus_variipes	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_variipes
Boletus_violaceofuscus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_violaceofuscus
Bombardia_bombarda	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Bombardia	Bombardia bombarda
Bondarcevomyces_taxi	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Tapinellaceae	Bondarcevomyces	Bondarcevomyces taxi
Bondarzewia_berkeleyi	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Bondarzewiaceae	Bondarzewia	Bondarzewia berkeleyi
Bondarzewia_dickinsii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Bondarzewiaceae	Bondarzewia	Bondarzewia_dickinsii
Bondarzewia_mesenterica	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Bondarzewiaceae	Bondarzewia	Bondarzewia_mesenterica
Bondarzewia_occidentalis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Bondarzewiaceae	Bondarzewia	Bondarzewia_occidentalis
Bondarzewia_submesenterica	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Bondarzewiaceae	Bondarzewia	Bondarzewia_submesenterica
Bondarzewia_tibetica	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Bondarzewiaceae	Bondarzewia	Bondarzewia_tibetica
Bonomyces_arnoldii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Tricholomataceae	Bonomyces	Bonomyces_arnoldii
Bonomyces_sinopicus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Tricholomataceae	Bonomyces	Bonomyces_sinopicus
Boothiomyces_macroporosum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Fungi incertae sedis	Chytridiomycota	Chytridiomycota incertae sedis	Chytridiomycetes	Rhizophydiales	Terramycetaceae	Boothiomyces	Boothiomyces_macroporosum
Borofutus_dhakanus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Borofutus	Borofutus dhakanus
Bothia_castanella	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Bothia	Bothia castanella
Botryosphaeria_dothidea	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Botryosphaeria	Botryosphaeria dothidea
Botryosphaeria_mamane	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Cophinforma	Cophinforma mamane
Botryozyma_nematodophila	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Trigonopsidaceae	Botryozyma	Botryozyma nematodophila
Botrytis_cinerea	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	Botrytis cinerea
Botrytis_tulipae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis tulipae
Brachiosphaera_tropicalis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Jahnulales	Jahnulales incertae sedis	Brachiosphaera	Brachiosphaera tropicalis
Bradymyces_oncorhynchi	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Bradymyces	Bradymyces oncorhynchi
Brettanomyces_acidodurans	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	Brettanomyces acidodurans
Brettanomyces_anomalus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	Brettanomyces anomalus
Brettanomyces_custersianus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	Brettanomyces custersianus
Brettanomyces_nanus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	Brettanomyces nanus
Brevicollum_hyalosporum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Neohendersoniaceae	Brevicollum	Brevicollum hyalosporum
Brevicollum_versicolor	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Neohendersoniaceae	Brevicollum	Brevicollum versicolor
Broomella_vitalbae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Xylariales	Sporocadaceae	Broomella	Broomella vitalbae
Buchwaldoboletus_lignicola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Buchwaldoboletus	Buchwaldoboletus lignicola
Buckleyzyma_aurantiaca	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Cystobasidiomycetes	Incertae Sedis	Incertae Sedis	Buckleyzyma	Buckleyzyma aurantiaca
Buckleyzyma_kluyverinielii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Cystobasidiomycetes	Incertae Sedis	Incertae Sedis	Buckleyzyma	Buckleyzyma_kluyverinielii
Buckleyzyma_salicina	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Cystobasidiomycetes	Incertae Sedis	Incertae Sedis	Buckleyzyma	Buckleyzyma salicina
Budhanggurabania_cynodonticola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Magnaporthales	Magnaporthaceae	Budhanggurabania	Budhanggurabania cynodonticola
Buellia_frigida	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Caliciales	Caliciaceae	Buellia	Buellia_frigida
Bulgariella_pulla	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Phacidiales	Bulgariaceae	Bulgariella	Bulgariella pulla
Bullera_dendrophila	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellales	Bulleraceae	Bullera	Bullera_dendrophila
Bullera_koratensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellales	Bulleraceae	Bullera	Bullera_koratensis
Bullera_lagerstroemiae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellales	Bulleraceae	Bullera	Bullera_lagerstroemiae
Bullera_miyagiana	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellales	Bulleraceae	Bullera	Bullera_miyagiana
Bullera_panici	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellales	Bulleraceae	Bullera	Bullera_panici
Bullera_penniseticola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellales	Bulleraceae	Bullera	Bullera penniseticola
Bullera_unica	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellales	Bulleraceae	Bullera	Bullera unica
Bulleromyces_albus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellales	Tremellaceae	Bulleromyces	Bulleromyces_albus
Bussabanomyces_longisporus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Magnaporthales	Magnaporthaceae	Bussabanomyces	Bussabanomyces longisporus
Butyriboletus_appendiculatus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Butyriboletus	Butyriboletus appendiculatus
Butyriboletus_cf.	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Butyriboletus	Butyriboletus pseudospeciosus
Butyriboletus_pseudospeciosus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Butyriboletus	Butyriboletus_cf.
Butyriboletus_regius	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Butyriboletus	Butyriboletus regius
Butyriboletus_subsplendidus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Butyriboletus	Butyriboletus subsplendidus
Byssosphaeria_jamaicana	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Melanommataceae	Byssosphaeria	Byssosphaeria jamaicana
Byssosphaeria_musae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Melanommataceae	Byssosphaeria	Byssosphaeria musae
Byssosphaeria_rhodomphala	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Melanommataceae	Byssosphaeria	Byssosphaeria rhodomphala
Byssosphaeria_salebrosa	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Melanommataceae	Byssosphaeria	Byssosphaeria salebrosa
Byssosphaeria_schiedermayeriana	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Melanommataceae	Byssosphaeria	Byssosphaeria schiedermayeriana
Byssosphaeria_siamensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Melanommataceae	Byssosphaeria	Byssosphaeria siamensis
Byssosphaeria_taiwanense	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Melanommataceae	Byssosphaeria	Byssosphaeria taiwanense
Byssosphaeria_villosa	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Melanommataceae	Byssosphaeria	Byssosphaeria villosa
Cadophora_finlandica	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha finlandica
Calcarisporium_arbuscula	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Hypocreales incertae sedis	Calcarisporium	Calcarisporium arbuscula
Calcarisporium_cordycipiticola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Hypocreales incertae sedis	Calcarisporium	Calcarisporium cordycipiticola
Caliciopsis_pinea	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Coryneliales	Coryneliaceae	Caliciopsis	Caliciopsis pinea
Callistosporium_luteoolivaceum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Tricholomataceae	Callistosporium	Callistosporium_luteoolivaceum
Caloboletus_firmus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Caloboletus	Caloboletus firmus
Caloboletus_peckii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Caloboletus	Caloboletus peckii
Caloboletus_radicans	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Caloboletus	Caloboletus radicans
Caloboletus_xiangtoushanensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Caloboletus	Caloboletus xiangtoushanensis
Calocera_cornea	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	Calocera	Calocera cornea
Calocybe_carnea	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Tricholomataceae	Rugosomyces	Rugosomyces carneus
Calocybe_fallax	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Lyophyllaceae	Calocybe	Calocybe fallax
Calocybe_ionides	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Lyophyllaceae	Calocybe	Calocybe ionides
Calocybe_obscurissima	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Tricholomataceae	Rugosomyces	Rugosomyces obscurissimus
Calocybe_persicolor	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Lyophyllaceae	Calocybe	Calocybe persicolor
Calophoma_complanata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Didymellaceae	Calophoma	Calophoma_complanata
Caloplaca_albopruinosa	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	Caloplaca_albopruinosa
Caloplaca_albopustulata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	Caloplaca_albopustulata
Caloplaca_aractina	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	Caloplaca_aractina
Caloplaca_atroalba	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	Caloplaca_atroalba
Caloplaca_atroflava	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	Caloplaca_atroflava
Caloplaca_badioreagens	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	Caloplaca_badioreagens
Caloplaca_bicolor	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	Caloplaca_bicolor
Caloplaca_circumalbata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	Caloplaca_circumalbata
Caloplaca_cretensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	Caloplaca_cretensis
Caloplaca_diphyodes	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	Caloplaca_diphyodes
Caloplaca_emilii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	Caloplaca_emilii
Caloplaca_erodens	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	Caloplaca_erodens
Caloplaca_helygeoides	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	Caloplaca_helygeoides
Caloplaca_micromarina	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	Caloplaca_micromarina
Caloplaca_micromontana	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	Caloplaca_micromontana
Caloplaca_microstepposa	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	Caloplaca_microstepposa
Caloplaca_molariformis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	Caloplaca_molariformis
Caloplaca_peliophylla	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	Caloplaca_peliophylla
Caloplaca_percrocata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	Caloplaca_percrocata
Caloplaca_pratensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	Caloplaca_pratensis
Caloplaca_teicholyta	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	Caloplaca_teicholyta
Caloplaca_tianshanensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	Caloplaca_tianshanensis
Caloplaca_transcaspica	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	Caloplaca_transcaspica
Caloscypha_fulgens	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Pezizomycetes	Pezizales	Caloscyphaceae	Caloscypha	Caloscypha fulgens
Calostoma_cinnabarinum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Calostomataceae	Calostoma	Calostoma cinnabarinum
Calostoma_ravenelii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Calostomataceae	Calostoma	Calostoma_ravenelii
Calostoma_sarasinii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Calostomataceae	Calostoma	Calostoma_sarasinii
Calvarula_excavata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Phallales	Phallaceae	Calvarula	Calvarula excavata
Calvitimela_armeniaca	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanorales	Tephromelataceae	Calvitimela	Calvitimela_armeniaca
Calvitimela_melaleuca	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanorales	Tephromelataceae	Calvitimela	Calvitimela_melaleuca
Camarophyllopsis_albofloccipes	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Tricholomataceae	Camarophyllopsis	Camarophyllopsis_albofloccipes
Camarophyllopsis_schulzeri	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Tricholomataceae	Camarophyllopsis	Camarophyllopsis schulzeri
Camarophyllus_borealis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Tricholomataceae	Camarophyllus	Camarophyllus borealis
Camarops_microspora	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Boliniales	Boliniaceae	Camarops	Camarops microspora
Camarops_ustulinoides	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Boliniales	Boliniaceae	Camarops	Camarops ustulinoides
Camarosporidiella_arezzoensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Incertae Sedis	Camarosporidiella	Camarosporidiella_arezzoensis
Camarosporidiella_celtidis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Incertae Sedis	Camarosporidiella	Camarosporidiella_celtidis
Camarosporidiella_moricola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Incertae Sedis	Camarosporidiella	Camarosporidiella_moricola
Camarosporidiella_robiniicola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Incertae Sedis	Camarosporidiella	Camarosporidiella_robiniicola
Camarosporidiella_schulzeri	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Incertae Sedis	Camarosporidiella	Camarosporidiella_schulzeri
Camarosporioides_phragmitis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Incertae Sedis	Camarosporioides	Camarosporioides_phragmitis
Camarosporium_quaternatum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Incertae Sedis	Camarosporium	Camarosporium_quaternatum
Canalisporium_elegans	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Incertae Sedis	Incertae Sedis	Canalisporium	Canalisporium elegans
