	Domain	Group	Clade	Kingdom	Subkingdom	Division	Subdivision	Class	Order	Family	Genus	Species
Scleroderma_bermudense	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma bermudense
Scleroderma_citrinum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma citrinum
Scleroderma_meridionale	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma meridionale
Scleroderma_sinnamariense	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma sinnamariense
Sclerostagonospora_lathyri	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Sclerostagonospora	Sclerostagonospora lathyri
Sclerostagonospora_rosae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Sclerostagonospora	Sclerostagonospora rosae
Sclerostagonospora_rosicola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Sclerostagonospora	Sclerostagonospora rosicola
Sclerotinia_homoeocarpa	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	Sclerotinia homoeocarpa
Sclerotinia_sclerotiorum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	Sclerotinia sclerotiorum
Scolecobasidium_cateniphorum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Venturiales	Sympoventuriaceae	Scolecobasidium	Scolecobasidium cateniphorum
Scolecobasidium_humicola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	Ochroconis humicola
Scolecobasidium_tricladiatum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Venturiales	Sympoventuriaceae	Scolecobasidium	Scolecobasidium tricladiatum
Scolecobasidium_variabile	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Venturiales	Sympoventuriaceae	Scolecobasidium	Scolecobasidium variabile
Scolecobasidium_verruculosum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Venturiales	Sympoventuriaceae	Verruconis	Verruconis verruculosa
Scopulariopsis_acremonium	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Microascales	Microascaceae	Acaulium	Acaulium acremonium
Scopulariopsis_africana	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Microascales	Microascaceae	Scopulariopsis	Scopulariopsis africana
Scopulariopsis_albida	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Microascales	Microascaceae	Scopulariopsis	Scopulariopsis albida
Scopulariopsis_alboflavescens	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Microascales	Microascaceae	Scopulariopsis	Scopulariopsis alboflavescens
Scopulariopsis_atra	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Microascales	Microascaceae	Pithoascus	Pithoascus ater
Scopulariopsis_brevicaulis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Microascales	Microascaceae	Scopulariopsis	Scopulariopsis brevicaulis
Scopulariopsis_brumptii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Microascales	Microascaceae	Scopulariopsis	Scopulariopsis brumptii
Scopulariopsis_caseicola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Microascales	Microascaceae	Scopulariopsis	Scopulariopsis caseicola
Scopulariopsis_coprophila	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Microascales	Microascaceae	Scopulariopsis	Scopulariopsis coprophila
Scopulariopsis_cordiae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Microascales	Microascaceae	Scopulariopsis	Scopulariopsis cordiae
Scopulariopsis_fusca	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Microascales	Microascaceae	Scopulariopsis	Scopulariopsis fusca
Scopulariopsis_hibernica	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Microascales	Microascaceae	Pseudoscopulariopsis	Pseudoscopulariopsis hibernica
Scopulariopsis_humicola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Microascales	Microascaceae	Wardomycopsis	Wardomycopsis humicola
Scopulariopsis_insectivora	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Microascales	Microascaceae	Scopulariopsis	Scopulariopsis insectivora
Scopulariopsis_macurae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Microascales	Microascaceae	Scopulariopsis	Scopulariopsis macurae
Scopulariopsis_murina	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Microascales	Microascaceae	Microascus	Microascus murinus
Scopulariopsis_sexualis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Microascales	Microascaceae	Scopulariopsis	Scopulariopsis sexualis
Scortechinia_acanthostroma	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Coronophorales	Scortechiniaceae	Scortechinia	Scortechinia acanthostroma
Scortechiniella_similis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Coronophorales	Scortechiniaceae	Scortechiniella	Scortechiniella similis
Scortechiniellopsis_leonensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Coronophorales	Scortechiniaceae	Scortechiniellopsis	Scortechiniellopsis leonensis
Scutellinia_cf.	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	Scutellinia_cf.
Scutellinia_crucipila	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	Scutellinia crucipila
Scutellinia_hyperborea	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	Scutellinia hyperborea
Scutellinia_scutellata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	Scutellinia scutellata
Scutellinia_trechispora	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	Scutellinia trechispora
Scutellospora_heterogama	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Fungi incertae sedis	Mucoromycota	Glomeromycotina	Glomeromycetes	Diversisporales	Gigasporaceae	Dentiscutata	Dentiscutata heterogama
Scytalidium_thermophilum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariales	Chaetomiaceae	Mycothermus	Mycothermus thermophilus
Sebacina_dimitica	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina dimitica
Sebacina_epigaea	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina epigaea
Sebacina_helvelloides	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Sebacinales	Sebacinaceae	Helvellosebacina	Helvellosebacina helvelloides
Sebacina_incrustans	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Sebacina incrustans
Sebacina_vermifera	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita vermifera
Sedecula_pulvinata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Incertae Sedis	Sedecula	Sedecula pulvinata
Selinia_pulchra	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Bionectriaceae	Selinia	Selinia pulchra
Seltsamia_ulmi	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Cucurbitariaceae	Seltsamia	Seltsamia ulmi
Sepedonium_aff.	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Hypocreaceae	Sepedonium	Sepedonium_aff.
Sepedonium_cf.	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Hypocreaceae	Sepedonium	Sepedonium_cf.
Sepedonium_chalcipori	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Hypocreaceae	Sepedonium	Sepedonium chalcipori
Septomyrothecium_maraitiense	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Stachybotryaceae	Septomyrothecium	Septomyrothecium maraitiense
Septonema_fasciculare	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Venturiales	Cylindrosympodiaceae	Septonema	Septonema fasciculare
Septoria_lycopersici	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Septoria	Septoria lycopersici
Septoriella_allojunci	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Septoriella	Septoriella allojunci
Septorioides_strobi	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Botryosphaeriales	Septorioideaceae	Septorioides	Septorioides strobi
Serpula_himantioides	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Serpulaceae	Serpula	Serpula himantioides
Serpula_lacrymans	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Serpulaceae	Serpula	Serpula lacrymans
Serpula_tignicola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Serpulaceae	Serpula	Serpula tignicola
Setophoma_sacchari	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophoma	Setophoma sacchari
Setophoma_terrestris	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophoma	Setophoma terrestris
Setoseptoria_arundinacea	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Lentitheciaceae	Setoseptoria	Setoseptoria arundinacea
Setoseptoria_magniarundinacea	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Lentitheciaceae	Setoseptoria	Setoseptoria magniarundinacea
Setoseptoria_scirpi	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Lentitheciaceae	Setoseptoria	Setoseptoria scirpi
Setosphaeria_pedicellata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae	Exserohilum	Exserohilum pedicellatum
Setosphaeria_rostrata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae	Exserohilum	Exserohilum rostratum
Setosphaeria_turcica	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae	Exserohilum	Exserohilum turcicum
Shimizuomyces_paradoxus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Clavicipitaceae	Shimizuomyces	Shimizuomyces paradoxus
Sigarispora_arundinis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Lophiostomataceae	Sigarispora	Sigarispora arundinis
Sigarispora_caryophyllacearum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Lophiostomataceae	Sigarispora	Sigarispora caryophyllacearum
Sigarispora_caudata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Lophiostomataceae	Sigarispora	Sigarispora caudata
Sigarispora_caulium	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Lophiostomataceae	Sigarispora	Sigarispora caulium
Sigarispora_rosicola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Lophiostomataceae	Sigarispora	Sigarispora rosicola
Sigarispora_thymi	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Lophiostomataceae	Sigarispora	Sigarispora thymi
Simocybe_serrulata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Strophariaceae	Pleuroflammula	Simocybe serrulata
Simplicillium_calcicola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Cordycipitaceae	Simplicillium	Simplicillium calcicola
Simplicillium_lanosoniveum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Cordycipitaceae	Simplicillium	Simplicillium lanosoniveum
Singerocybe_adirondackensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Tricholomataceae	Singerocybe	Singerocybe adirondackensis
Singerocybe_alboinfundibuliformis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Tricholomataceae	Singerocybe	Singerocybe alboinfundibuliformis
Singerocybe_clitocyboides	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Tricholomataceae	Singerocybe	Singerocybe clitocyboides
Singerocybe_phaeophthalma	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Tricholomataceae	Singerocybe	Singerocybe phaeophthalma
Singerocybe_umbilicata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Tricholomataceae	Singerocybe	Singerocybe umbilicata
Sinoboletus_duplicatoporus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Aureoboletus	Aureoboletus duplicatoporus
Sirobasidium_magnum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellales	Sirobasidiaceae	Sirobasidium	Sirobasidium magnum
Sirococcus_castaneae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Diaporthales	Diaporthales incertae sedis	Sirococcus	Sirococcus castaneae
Sirococcus_conigenus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Diaporthales	Incertae Sedis	Sirococcus	Sirococcus conigenus
Sirococcus_tsugae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Diaporthales	Diaporthales incertae sedis	Sirococcus	Sirococcus tsugae
Skeletocutis_coprosmae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Incrustoporiaceae	Skeletocutis	Skeletocutis coprosmae
Skeletocutis_cummata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Incrustoporiaceae	Skeletocutis	Skeletocutis cummata
Skeletocutis_futilis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Incrustoporiaceae	Skeletocutis	Skeletocutis futilis
Skeletocutis_impervia	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Incrustoporiaceae	Skeletocutis	Skeletocutis impervia
Skeletocutis_ipuletii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Incrustoporiaceae	Skeletocutis	Skeletocutis ipuletii
Skeletocutis_lepida	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Incrustoporiaceae	Skeletocutis	Skeletocutis lepida
Skeletocutis_nemoralis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Incrustoporiaceae	Skeletocutis	Skeletocutis nemoralis
Skeletocutis_nivea	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Incrustoporiaceae	Skeletocutis	Skeletocutis nivea
Skeletocutis_ochroalba	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Incrustoporiaceae	Skeletocutis	Skeletocutis ochroalba
Skeletocutis_semipileata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Incrustoporiaceae	Skeletocutis	Skeletocutis semipileata
Skeletocutis_unguina	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Incrustoporiaceae	Skeletocutis	Skeletocutis unguina
Skyttea_radiatilis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Helotiales	Incertae Sedis	Skyttea	Skyttea radiatilis
Slooffia_cresolica	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes	Incertae Sedis	Chrysozymaceae	Slooffia	Slooffia cresolica
Slooffia_pilati	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes	Incertae Sedis	Chrysozymaceae	Slooffia	Slooffia pilati
Slooffia_tsugae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes	Incertae Sedis	Chrysozymaceae	Slooffia	Slooffia tsugae
Slopeiomyces_cylindrosporus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Magnaporthales	Magnaporthaceae	Slopeiomyces	Slopeiomyces cylindrosporus
Smardaea_reticulosperma	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Pezizomycetes	Pezizales	Pyronemataceae	Smardaea	Smardaea reticulosperma
Sodiomyces_alkalinus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Sodiomyces	Sodiomyces alkalinus
Solioccasus_polychromus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Solioccasus	Solioccasus polychromus
Sordaria_macrospora	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariales	Sordariaceae	Sordaria	Sordaria macrospora
Sowerbyella_angustispora	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Pezizomycetes	Pezizales	Pyronemataceae	Sowerbyella	Sowerbyella angustispora
Sparassis_crispa	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Sparassidaceae	Sparassis	Sparassis crispa
Sparsitubus_nelumbiformis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Polyporaceae	Sparsitubus	Sparsitubus nelumbiformis
Sparticola_junci	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Sporormiaceae	Sparticola	Sparticola junci
Sparticola_muriformis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Sporormiaceae	Sparticola	Sparticola muriformis
Spathaspora_arborariae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Spathospora	Spathaspora arborariae UFMG-19.1A
Spathaspora_passalidarum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Spathaspora	Spathaspora passalidarum
Spathularia_flavida	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Rhytismatales	Cudoniaceae	Spathularia	Spathularia flavida
Spathularia_velutipes	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Rhytismatales	Cudoniaceae	Spathularia	Spathularia velutipes
Spegazzinia_deightonii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Spegazzinia	Spegazzinia deightonii
Spegazzinia_tessarthra	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Spegazzinia	Spegazzinia tessarthra
Speiropsis_pedatospora	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Jahnulales	Aliquandostipitaceae	Jahnula	Speiropsis pedatospora
Spencermartinsiella_europaea	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Spencermartinsiella	Spencermartinsiella europaea
Sphacelotheca_cf.	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes	Microbotryales	Microbotryaceae	Sphacelotheca	Sphacelotheca cf. koordersiana JAG 55
Sphacelotheca_hydropiperis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes	Microbotryales	Microbotryaceae	Sphacelotheca	Sphacelotheca hydropiperis
Sphacelotheca_pamparum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Ustilaginomycotina	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Anthracocystis	Anthracocystis pampara
Sphaerobolus_iowensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Geastrales	Sphaerobolaceae	Sphaerobolus	Sphaerobolus iowensis
Sphaerobolus_stellatus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Geastrales	Geastraceae	Sphaerobolus	Sphaerobolus stellatus
Sphaerosporella_brunnea	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Pezizomycetes	Pezizales	Pyronemataceae	Sphaerosporella	Sphaerosporella brunnea
Sphaerostilbella_berkeleyana	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Hypocreaceae	Sphaerostilbella	Sphaerostilbella berkeleyana
Sphaerostilbella_broomeana	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Hypocreaceae	Sphaerostilbella	Sphaerostilbella broomeana
